policy,p999_latency_us,cvar999_us,load_regime
oracle,71168.43250335928,71175.83406142554,saturation
oracle,97943.1427192833,97962.7891837876,saturation
oracle,221898.08273988235,221923.64284979674,saturation
oracle,597680.6399323972,597713.8405212495,saturation
oracle,68036.93381041617,68067.41655944783,saturation
oracle,56772.54547566914,56776.50682390343,saturation
oracle,32356.793296776723,32389.085958324435,saturation
oracle,73623.62159206861,73636.93214755532,saturation
oracle,61622.84308142383,61636.485732155124,saturation
oracle,118650.51050451373,118679.51894676808,saturation
oracle,92114.63683003632,92125.00848984969,saturation
oracle,70274.28261164394,70499.95970003004,saturation
oracle,113369.90058848585,113423.3184360017,saturation
oracle,35054.34091631625,35066.01255058288,saturation
oracle,70658.20943829002,70676.96853816134,saturation
oracle,38691.71605409696,38695.560176788604,saturation
oracle,456627.8852353002,456655.0293690901,saturation
oracle,291625.96832325455,291634.24360838317,saturation
oracle,87076.32128121931,87101.7596201874,saturation
oracle,79141.83556484965,79158.8538237859,saturation
oracle,385858.8700429921,385880.63242918445,saturation
oracle,378220.3874404201,378248.2847234374,saturation
oracle,53170.05230759512,53224.13446779229,saturation
oracle,70058.62895749087,70088.81048579694,saturation
oracle,32240.036099455385,32280.023586704734,saturation
oracle,113304.52317788743,113365.90964924687,saturation
oracle,63019.257737904125,63118.266601604,saturation
oracle,360126.1687491211,360147.25316204876,saturation
oracle,60840.01106861115,60845.98205428783,saturation
oracle,90644.10718568417,90708.59981145614,saturation
oracle,149053.99471499267,149057.71257300035,saturation
oracle,55420.30078465877,55493.61925996347,saturation
oracle,342621.7068909701,342673.8220804832,saturation
oracle,147050.08695466566,147075.68396075728,saturation
oracle,40188.03207986526,40228.291694181506,saturation
oracle,419402.52591811575,419436.85837821744,saturation
oracle,79601.09038766843,79630.06980283631,saturation
oracle,90274.34164792276,90302.86549492067,saturation
oracle,185859.83707122176,185894.36584113503,saturation
oracle,60235.89205295558,60248.77580164475,saturation
oracle,58622.086423656314,58626.408416380305,saturation
oracle,89458.28876193256,89515.62377752195,saturation
oracle,48567.75203394695,48624.64609885491,saturation
oracle,64796.26678278664,64813.90362033555,saturation
oracle,110550.80116254186,110562.7264920794,saturation
oracle,84871.15367623114,84882.95950265542,saturation
oracle,45007.09202532921,45032.499381610694,saturation
oracle,42599.27336024401,42613.989371198375,saturation
oracle,120832.12823631235,120838.94477689406,saturation
oracle,49851.8797308838,49887.70471126692,saturation
oracle,108947.69156827529,108966.92665710318,saturation
oracle,143797.15849735393,143868.42620259308,saturation
oracle,58825.66620754536,58841.37755595613,saturation
oracle,177351.0183753834,177371.71619214112,saturation
oracle,184728.25289541256,184736.5236142999,saturation
oracle,190010.28964689458,192384.7578878129,saturation
oracle,878249.6274415253,878314.8810706732,saturation
oracle,50175.22015581415,50183.20922562418,saturation
oracle,96594.19070042911,96598.86392353552,saturation
oracle,444499.9401026664,444530.6982970907,saturation
oracle,126912.81243074047,126930.96944060907,saturation
oracle,52523.45114319086,52563.25247403499,saturation
oracle,138631.94932281596,138648.69749434805,saturation
oracle,40616.77128121147,40639.33146577592,saturation
oracle,45984.91773117821,45996.10499384185,saturation
oracle,107327.95305959332,107352.60173746277,saturation
oracle,41953.03021571989,41964.00197309596,saturation
oracle,43166.42120366772,43204.069626450684,saturation
oracle,97455.99032882648,97468.28942687888,saturation
oracle,110242.89852677552,110285.9547928977,saturation
oracle,136322.07552774,136330.31907289324,saturation
oracle,241339.66688585273,241406.37905200984,saturation
oracle,59962.86461408939,59974.12630362045,saturation
oracle,122194.28526610897,122204.82892438103,saturation
oracle,32334.040389222795,32393.2024662227,saturation
oracle,81617.40470858426,81694.66003354744,saturation
oracle,59651.692356280946,59690.55059242139,saturation
oracle,102135.05052171733,102147.55873679824,saturation
oracle,39419.88624105883,39423.810889717446,saturation
oracle,42682.28450955154,42718.71366999181,saturation
oracle,87166.41704676326,87210.25501016765,saturation
oracle,67025.41525164871,67035.26076096733,saturation
oracle,120918.1013897216,120977.65871290414,saturation
oracle,94423.46455490869,94453.1537650722,saturation
oracle,105085.7516828285,105150.03118184063,saturation
oracle,239721.4559201723,239726.6668141345,saturation
oracle,89516.54736450067,89559.3719277026,saturation
oracle,141673.57954889492,141712.52154582797,saturation
oracle,73756.42351495688,73763.46193505457,saturation
oracle,117364.92290332018,117384.21992800818,saturation
oracle,122021.75554978327,122053.66573748188,saturation
oracle,36043.3082893523,36115.522007588836,saturation
oracle,80732.5855209472,80755.30853234106,saturation
oracle,110532.49610998048,110546.2122856456,saturation
SIT-safe,15065.573263358267,15097.203207263148,low
SIT-safe,8894.767144078794,8919.100754949863,low
SIT-safe,6006.548160306152,6075.585913946788,low
SIT-safe,19658.844119959263,19668.636277475372,low
SIT-safe,16194.011428276432,16216.345417529006,low
SIT-safe,8530.751705578705,8552.875830913157,low
SIT-safe,31751.083603520943,31760.16903307131,low
SIT-safe,5534.799860469748,5640.065382232047,low
SIT-safe,17221.592396769087,17253.823314301135,low
SIT-safe,8039.578140310799,8055.133911294266,low
SIT-safe,6861.085251821515,6889.47477171427,low
SIT-safe,11328.430619671126,11428.81276541757,low
SIT-safe,10348.96155878369,10452.587789420122,low
SIT-safe,28950.415974488908,28983.178628342255,low
SIT-safe,30393.57529917194,30447.294787047947,low
SIT-safe,32445.267591074487,32461.372493397692,low
SIT-safe,22731.54587794244,22748.295275553955,low
SIT-safe,14811.663976857113,14939.900599342265,low
SIT-safe,9360.520266086478,9372.84360481959,low
SIT-safe,7959.464027930043,7973.823644574892,low
SIT-safe,216458.55915881885,216465.72913517815,low
SIT-safe,15044.176945491969,15052.704781782482,low
SIT-safe,10487.882006329964,10543.289137053463,low
SIT-safe,17669.56316839442,17710.964634384945,low
SIT-safe,9580.257790893,9595.700474312409,low
SIT-safe,16539.605013708253,16599.72751096123,low
SIT-safe,13403.870755599813,13412.835309080332,low
SIT-safe,52788.41665366976,52832.1977432382,low
SIT-safe,13443.450341642168,13472.400236551493,low
SIT-safe,16695.1063320974,16721.976130782517,low
SIT-safe,8668.46458718911,8697.119154011833,low
SIT-safe,15843.23186300376,15904.636412324428,low
SIT-safe,8036.275039489163,8179.588988651303,low
SIT-safe,22491.079674414676,22500.466053249686,low
SIT-safe,13439.51363052409,13474.671803318253,low
SIT-safe,32367.30196185468,32373.79558270664,low
SIT-safe,27106.55233614032,27141.637235934868,low
SIT-safe,7907.746775142839,7984.287967357503,low
SIT-safe,16392.7313801899,16433.656988176008,low
SIT-safe,13461.549390637265,13529.421639180578,low
SIT-safe,77853.99704613355,77893.63391198243,low
SIT-safe,15754.91378452409,15786.614551779625,low
SIT-safe,9878.095980812383,9931.987007599844,low
SIT-safe,8723.05533261098,8739.147401364418,low
SIT-safe,7154.7303368915345,7183.597753614802,low
SIT-safe,6536.622008291205,6544.279258912882,low
SIT-safe,33699.615655753914,33723.86229623422,low
SIT-safe,23687.35275455849,23786.511140369286,low
SIT-safe,56385.77796543486,56438.702336456765,low
SIT-safe,21605.789411587026,21629.546294901884,low
SIT-safe,18586.64811641748,18633.294187419902,low
SIT-safe,7538.838892396779,7548.415806860234,low
SIT-safe,9358.988003601884,9461.165574989189,low
SIT-safe,10269.743871416642,10362.086014138862,low
SIT-safe,9791.862634424984,9804.7733249684,low
SIT-safe,14012.682846011665,14025.205980626602,low
SIT-safe,19513.903643067915,19595.804313306937,low
SIT-safe,43576.49411949774,43667.24922734051,low
SIT-safe,7952.057079519772,7967.456095519088,low
SIT-safe,9266.20324000698,9320.8934288044,low
SIT-safe,55058.94887879848,55080.13444897927,low
SIT-safe,10190.08575124985,10265.934427944425,low
SIT-safe,8922.137621852002,8954.197557994805,low
SIT-safe,12124.435466117153,12155.736558840696,low
SIT-safe,9242.648464619386,9248.807470241667,low
SIT-safe,12181.389819655817,12187.674778160148,low
SIT-safe,4269.976353930113,4273.795201774278,low
SIT-safe,56685.03097318817,56810.94400741058,low
SIT-safe,9359.051320618697,9376.277245228652,low
SIT-safe,6832.729228567416,6845.29730237287,low
SIT-safe,23784.416173357255,23798.616767485855,low
SIT-safe,22922.119497450807,22978.647511488107,low
SIT-safe,15829.05045235058,15994.120056466789,low
SIT-safe,9961.598591326683,9989.078319907694,low
SIT-safe,7203.848034267828,7212.811286651613,low
SIT-safe,9913.550545837401,9927.535611942609,low
SIT-safe,12408.332709695547,12507.044358927797,low
SIT-safe,9545.304337739668,9564.302209903031,low
SIT-safe,30352.138262417346,30370.38470329296,low
SIT-safe,13042.24278798738,13057.983872165736,low
SIT-safe,27344.964437136383,27364.291040524775,low
SIT-safe,8604.454771981107,8642.934195634478,low
SIT-safe,15504.386159330443,15523.519444075897,low
SIT-safe,7532.734240601248,7582.386068889159,low
SIT-safe,13540.473241859363,13550.810300565914,low
SIT-safe,41676.03507118699,41788.385406219364,low
SIT-safe,34265.98444079592,34282.47251171885,low
SIT-safe,12388.13013066863,12412.294838958802,low
SIT-safe,11318.532091601655,11400.204023553626,low
SIT-safe,11399.876362402076,11419.402813292625,low
SIT-safe,5599.861516651216,5642.254376090881,low
SIT-safe,25114.883031484136,25119.23764651154,low
SIT-safe,6395.699247336385,6433.874765130182,low
SIT-safe,41430.832529225336,41487.31263243811,low
SIT-safe,15825.609069178692,15883.846817415128,low
SIT-safe,5926.010571442315,5976.728162038822,low
SIT-safe,34715.80698008639,34733.81818568784,low
SIT-safe,12677.6966703805,12729.196837507117,low
SIT-safe,21215.86193021948,21239.310970702172,low
SIT-safe,9310.332726952474,9318.930974163428,low
SIT-safe,4339.168400736225,4375.579243613131,low
SIT-safe,6752.391433887035,9123.972504645673,low
SIT-safe,23365.39329778109,23475.917199920405,low
SIT-safe,5194.2915155382125,5276.328628339831,low
SIT-safe,22778.561966799174,22790.361382865827,low
SIT-safe,8328.945103798798,8336.126362595616,low
SIT-safe,8951.323315898277,9006.499105812187,low
SIT-safe,21607.10345425846,21684.4443970968,low
SIT-safe,15746.231838948208,15771.420125747254,low
SIT-safe,15040.211921453638,15061.809485263737,low
SIT-safe,7244.916866780806,7278.237281855292,low
SIT-safe,70150.16639237065,70173.10517464677,low
SIT-safe,17636.80656410467,17663.50134951424,low
SIT-safe,9251.284246929494,9291.848270634924,low
SIT-safe,9588.620708650042,9609.944083417646,low
SIT-safe,7428.74236066345,7463.750960163634,low
SIT-safe,14490.56189938314,14546.894895463929,low
SIT-safe,20925.26040132467,20952.516307093443,low
SIT-safe,14321.22460430322,14376.516861339504,low
SIT-safe,31256.956730370915,31278.455016991797,low
SIT-safe,9894.650719576674,9916.526067127836,low
SIT-safe,16191.201199726102,16243.221302854014,low
SIT-safe,17391.42547909792,17424.546728490808,low
SIT-safe,14208.088380867603,14247.935379865014,low
SIT-safe,17834.35644417915,17850.79161347757,low
SIT-safe,34486.38963544879,34547.19352207464,low
SIT-safe,6302.734177736744,6330.034223454621,low
SIT-safe,17582.87779732394,17669.835985201615,low
SIT-safe,14626.659610169163,14644.413274787847,low
SIT-safe,14975.33701604606,14997.273290981422,low
SIT-safe,9584.271045052214,9621.224823514944,low
SIT-safe,11118.748957647838,11141.46720445088,low
SIT-safe,16226.79753659124,16269.605758633279,low
SIT-safe,7181.0111861183605,7213.547504493743,low
SIT-safe,9282.100539941634,9288.453794322146,low
SIT-safe,4412.078876027042,4539.103315834585,low
SIT-safe,23769.573616787216,23805.85373507854,low
SIT-safe,4638.076320204557,4819.102120620783,low
SIT-safe,51827.30745878501,51854.655169749174,low
SIT-safe,15149.31138580425,15186.94857010896,low
SIT-safe,4533.899098335783,4547.829184564191,low
SIT-safe,10714.832796177066,10750.748581514086,low
SIT-safe,23587.097596851676,23633.058674107637,low
SIT-safe,23096.393644693017,23119.836335607022,low
SIT-safe,14592.665013277478,14624.11024635057,low
SIT-safe,13230.451454570304,13244.39743245557,low
SIT-safe,9650.1451035024,9668.765999823412,low
SIT-safe,6361.356138788127,6405.017705710326,low
SIT-safe,15135.117381136328,15149.288996400697,low
SIT-safe,6754.210679080128,6776.95729847286,low
SIT-safe,8159.856309274069,8175.262934853736,low
SIT-safe,11812.667755750224,11867.046061981999,low
SIT-safe,7237.6845356214235,7360.10104718692,low
SIT-safe,18303.482517864635,18333.888670223816,low
SIT-safe,11293.321020565018,11297.590004315283,low
SIT-safe,5517.248928098044,5577.039152524428,low
SIT-safe,6089.417572432087,6120.076458202191,low
SIT-safe,12310.43337025203,12356.676661015817,low
SIT-safe,9369.413390817193,9375.822488082234,low
SIT-safe,9831.918351867509,9845.202663025404,low
SIT-safe,11829.536046145558,11894.371982768878,low
SIT-safe,14367.618186249403,14385.463941606657,low
SIT-safe,9283.827876363177,9352.722108494068,low
SIT-safe,16048.094478036086,16105.824934331125,low
SIT-safe,17405.796230404452,17421.592204414796,low
SIT-safe,5683.276753887113,5729.014137254249,low
SIT-safe,8853.291831291719,8875.315362576068,low
SIT-safe,16858.083282227577,16888.517868891802,low
SIT-safe,18117.570423307756,18165.51441687382,low
SIT-safe,11487.581980989238,11503.816127863289,low
SIT-safe,6737.797701491579,6771.575982531169,low
SIT-safe,14702.684185201295,14720.095632304832,low
SIT-safe,26137.82317572193,26240.169150694135,low
SIT-safe,21795.14170372207,21804.038258787776,low
SIT-safe,6203.859628389094,6220.839635898561,low
SIT-safe,12298.151996920582,12317.416334254536,low
SIT-safe,7624.094910898045,7662.320337257545,low
SIT-safe,12175.738119327872,12255.372011635303,low
SIT-safe,5918.120140081732,5966.892550100557,low
SIT-safe,8648.179807574317,8660.416141645459,low
SIT-safe,12263.041149822648,12270.780165585948,low
SIT-safe,17008.529025070733,17040.963295685004,low
SIT-safe,11040.160928152367,11448.934859648112,low
SIT-safe,25647.617584406988,25659.986025921127,low
SIT-safe,15030.835562939856,15051.134832634047,low
SIT-safe,10704.121901699775,10774.60649860722,low
SIT-safe,11410.647978612576,11496.683967806961,low
SIT-safe,68075.81226948951,68218.99706249968,low
SIT-safe,12932.481113117965,12953.301381055166,low
SIT-safe,72489.99959696026,72506.37195879429,low
SIT-safe,17507.890147461367,17530.851529146894,low
SIT-safe,12291.298794931856,15150.253037812628,low
SIT-safe,46030.62668560297,46093.30884711155,low
SIT-safe,16963.88326098502,16988.323144887436,low
SIT-safe,26735.26622059217,26741.625625829354,low
SIT-safe,37279.2262554809,37386.28399584655,low
SIT-safe,8983.438343947255,9019.684640038355,low
SIT-safe,12429.046299602649,12458.888244656504,low
SIT-safe,13487.83582607203,13555.593159905004,low
SIT-safe,4368.70346957491,4382.703477317642,low
partition,4373.551194648452,4474.1108709986975,low
partition,5482.426330281547,5563.930516224471,low
partition,13448.378853143651,13465.51926539591,low
partition,4780.196263649846,4811.708322597322,low
partition,3974.4398253880736,4010.1198603943385,low
partition,14471.509035501222,14480.69485519689,low
partition,5880.332232557863,5920.649980003192,low
partition,15384.009785410326,15452.121195688705,low
partition,16672.709033759013,17867.54471839757,low
partition,24218.081470701993,24236.681005447143,low
partition,14198.867462527136,14214.563450944075,low
partition,8844.912464091289,8859.814218732492,low
partition,11253.12675367488,11348.552925892669,low
partition,25436.52518174557,25463.74583021637,low
partition,22732.077906234917,22762.288831305767,low
partition,8128.759496284597,8137.412003898273,low
partition,4365.648557759664,4380.452938130198,low
partition,17803.24072295038,17961.888619373356,low
partition,19359.42559348949,19386.012750659167,low
partition,4211.629262740331,4221.044929926264,low
partition,10805.798528236599,10835.368285730754,low
partition,19024.616090334603,19101.54341701593,low
partition,9976.642474526536,9999.306614419114,low
partition,10370.83057883178,10434.011941263645,low
partition,6964.548476663088,7006.968717636684,low
partition,26318.77481414705,26420.960265631293,low
partition,7851.29985189769,7881.577580737023,low
partition,14336.421957572798,14376.377360131428,low
partition,6148.165956434101,6172.152320667761,low
partition,3595.2507573654884,3605.4104585546347,low
partition,25569.911386293195,25646.036471902265,low
partition,10184.2384009573,10219.358023371477,low
partition,10756.503742524836,10799.77740061312,low
partition,6245.744692677138,6295.454469033692,low
partition,7175.336663158269,7190.199735761744,low
partition,3711.0130388329826,3754.796086485925,low
partition,8816.846527479449,8865.444290340998,low
partition,5594.435031384007,5791.18310084893,low
partition,48404.5755209748,48426.75855690034,low
partition,6924.3078465798,6961.449401429749,low
partition,7360.493008467291,7381.7241973110795,low
partition,29648.074363886823,29690.358745719044,low
partition,5682.154217366109,5714.581220162207,low
partition,7511.768628383044,7527.962268697627,low
partition,7678.5557192100805,7708.986532497791,low
partition,6136.483688125907,6191.309524556667,low
partition,17923.78451523291,17948.627569721848,low
partition,18673.081776958883,18853.59512607712,low
partition,3400.337197842571,3413.8638045981916,low
partition,50794.14055335169,50804.49469854109,low
partition,14490.052986899424,14497.21284699243,low
partition,8768.102900575961,8797.87620091199,low
partition,8275.060015556319,8398.252159292924,low
partition,10742.27484199583,10760.278466431624,low
partition,16172.006002540356,16176.06957786049,low
partition,10631.649930098341,10726.77466241678,low
partition,4449.313335024299,4483.22828482787,low
partition,5785.62086474335,5792.897066889179,low
partition,7696.658348580141,10357.024898408543,low
partition,7217.809822200809,7236.376050655051,low
partition,6267.1444529151,6271.4935829724345,low
partition,5063.708579246933,5091.557430726862,low
partition,12843.004843650697,12873.210083986345,low
partition,11873.86706751111,11949.548765619511,low
partition,12775.426955251767,12812.68785883874,low
partition,22652.090964170748,22667.541701823506,low
partition,3111.626972643745,3140.53540156249,low
partition,10755.044257211004,10786.020856471647,low
partition,18309.515902765903,18357.619615227624,low
partition,3613.015867993297,3618.2518202790334,low
partition,8119.37497333173,8189.454523454207,low
partition,3709.3206195249336,3742.489160900125,low
partition,7636.5570360527645,7715.398032163517,low
partition,61883.86689771109,61906.04223835624,low
partition,12177.031840107613,12198.242778183321,low
partition,9336.98688750007,9355.018814492767,low
partition,3300.287099280594,3303.7034106845367,low
partition,8417.145064867656,8447.687601343521,low
partition,22258.60180656507,22281.41014360344,low
partition,2836.726787738652,2844.763584141303,low
partition,16102.387267642995,16139.463980808934,low
partition,6116.9188176633015,6190.108867973506,low
partition,7939.271824226093,7959.938046871291,low
partition,4647.305372467249,4669.054616445944,low
partition,11310.107648335812,11366.278206237064,low
partition,9470.864151843969,9495.920550149523,low
partition,9046.448505411106,9604.991031831942,low
partition,6648.242173329473,6676.615806656339,low
partition,10503.679732988843,10527.099415726101,low
partition,11096.823014947971,11105.379369689192,low
partition,11274.685811381793,11335.11288485858,low
partition,14339.732139664231,14371.306990536155,low
partition,9410.993165482081,9447.167926196762,low
partition,5883.620554812198,5887.583350571389,low
partition,3609.1893442422074,3653.5947192450603,low
partition,7657.358316102131,7683.37852807827,low
partition,8522.649458159613,8556.246481491024,low
partition,24154.168273486364,24212.864489649786,low
partition,10614.061940175778,10679.715692768645,low
partition,5814.777001555415,5830.158615137092,low
partition,39504.66301749841,39528.49617977887,low
partition,10558.747254146469,10561.343800307262,low
partition,8551.61763071762,8623.610857925472,low
partition,6589.815067800041,6600.914525336434,low
partition,22929.249308409366,22961.106918989608,low
partition,4776.267923653463,5406.138267658205,low
partition,26577.431551873822,26598.32904419596,low
partition,24145.73721472107,24299.965543304454,low
partition,14445.685248801467,14486.518493151661,low
partition,8383.660990152679,8404.376067627247,low
partition,9813.203167367212,10136.547534430245,low
partition,7347.269970101996,7360.033306920019,low
partition,29242.920341718887,29286.70979172841,low
partition,29192.82233235536,29228.615004110885,low
partition,4384.5540608408755,4397.685416892968,low
partition,9884.521692348699,9898.144215486755,low
partition,19200.627999277014,19261.06061866344,low
partition,17190.134716512584,17305.330066611903,low
partition,14492.881966020774,14510.683647169473,low
partition,8745.415336505148,8758.840621709922,low
partition,9977.453619088219,10017.8345899831,low
partition,3984.4966570314587,4037.446732264129,low
partition,11816.464024755984,11982.111068152419,low
partition,7136.927181757373,7168.620829055337,low
partition,18285.791309703178,18335.512221515466,low
partition,8750.938992901964,8779.147962113022,low
partition,6023.793411651443,6041.3394247717815,low
partition,18845.695862919438,18875.350287287994,low
partition,11933.473663176848,11956.75833769215,low
partition,11275.132759670605,11295.28223432898,low
partition,4967.429509143171,4989.248503128258,low
partition,8166.912455241299,8173.919295260557,low
partition,14082.807742115163,14148.316138292426,low
partition,6933.832305555379,6983.542828239608,low
partition,11637.536989086782,11641.67668490017,low
partition,5124.476149440873,5173.301749819744,low
partition,31170.845900334312,31201.29971835522,low
partition,19778.302107774914,19793.43819952482,low
partition,9071.966867835774,9083.721767954252,low
partition,5351.824823927283,5365.524416164402,low
partition,4569.823781567789,4587.254456699776,low
partition,14570.956047749441,14613.167738127702,low
partition,11702.701547497694,12020.923783514507,low
partition,6190.819030843695,6235.936831374898,low
partition,5542.686624890131,5557.575572219675,low
partition,6066.850353493994,6083.074365503364,low
partition,6286.210830920281,6300.55984775071,low
partition,9185.17885300952,9208.268133981746,low
partition,11069.156723680087,11074.412450493095,low
partition,6797.268217231966,6826.367592059945,low
partition,14651.05311449651,14666.994593309191,low
partition,18938.697836311683,18964.59152252788,low
partition,7548.603634638103,7590.842799773574,low
partition,7815.068897977469,7848.1829955803805,low
partition,14383.107630564777,14386.826856767468,low
partition,11939.909977862148,11987.081169003279,low
partition,7232.529678187608,7268.567281711208,low
partition,8340.11577816241,8579.335508513002,low
partition,27451.594180598466,27455.914056311085,low
partition,9144.560312297077,9150.198688307677,low
partition,4740.834528804557,4761.083020644586,low
partition,33938.59514730453,33953.36327786914,low
partition,7897.144152744213,7963.568790954574,low
partition,18149.84431025825,18151.83835366075,low
partition,5328.395630305137,5333.487008740102,low
partition,47480.36600868864,47501.80756165259,low
partition,20655.466387222437,20685.812697547444,low
partition,41794.90023000906,41888.841943299645,low
partition,10693.682608042353,10716.256005069194,low
partition,25816.703528585316,25831.37519372547,low
partition,7746.1642907262585,7790.701785777106,low
partition,14718.400853851326,14771.295516301932,low
partition,3851.8065740004017,3866.3069114662117,low
partition,8656.375610394038,8665.03845123465,low
partition,12277.920345865066,12301.152886330601,low
partition,5693.753268915977,5695.371625169646,low
partition,19894.294636083316,19954.751483440406,low
partition,21523.203260395454,21727.84281206903,low
partition,8649.025313687247,8669.040514680586,low
partition,8045.415605626508,8078.759539997959,low
partition,10378.492182776004,10381.34083908067,low
partition,10137.732063427131,10142.10478909867,low
partition,16010.03587189135,16200.735649170709,low
partition,6091.9163957730725,6135.384852944777,low
partition,34512.91509258956,34520.28420847928,low
partition,16992.799174497057,18576.22623493578,low
partition,3124.1455912907736,3129.5113719680544,low
partition,17093.192218590815,17183.488364864395,low
partition,28647.99792622603,28668.634986431018,low
partition,5438.521055531019,5492.2368006747765,low
partition,7232.153993295894,7268.7770309635725,low
partition,10062.586923086783,10082.523307155718,low
partition,8655.378613934108,8684.572929896975,low
partition,8842.999223433368,8882.014792616865,low
partition,5971.877456717474,5982.6103631409105,low
partition,23093.80554103911,23123.449635971323,low
partition,1667.7771954599132,1734.824788834897,low
partition,5946.444108755335,5965.777313138049,low
partition,13115.956496489956,13152.63096223362,low
partition,3679.5008317197844,3695.6431427173948,low
random,29445.857256195915,29454.124176413134,low
random,13642.293847999666,13711.858910267816,low
random,23557.113901989746,23652.676773176125,low
random,23350.238788449504,23354.812771614517,low
random,19008.02768275501,19031.622807131134,low
random,37785.406935529136,37825.64531299072,low
random,17948.48865757574,18000.650661934684,low
random,8485.472768192438,8523.680911769508,low
random,21752.252796370987,21765.093061310698,low
random,17180.031831479064,17197.98040188414,low
random,43815.992331028516,43829.100412466585,low
random,24088.729986275153,24131.942897046803,low
random,40387.379639479965,40413.927972783305,low
random,12259.962180170218,12266.908106416944,low
random,12540.122612306806,12550.312405457997,low
random,15440.16907983484,15452.440892181214,low
random,11486.191232670386,11824.340601119644,low
random,20828.824227694204,21011.050007371436,low
random,10030.762189570993,10077.689444981723,low
random,22048.085279291092,22104.430092011848,low
random,18692.462248499298,18741.897406757904,low
random,21798.903313414885,21838.393853350484,low
random,29385.37913808899,29557.53562604375,low
random,18069.554900023242,18083.901637463263,low
random,10445.460431615871,10467.774553478588,low
random,29395.497290152012,29506.75625618716,low
random,29145.39910742254,29176.419388726503,low
random,11290.241074478634,11316.663489149607,low
random,23432.287680105343,23476.58389106461,low
random,12829.261675777072,12846.602622075588,low
random,11543.187659711006,11607.910306412195,low
random,14393.20418812172,14436.473564450202,low
random,18416.300331313265,18438.293811903735,low
random,16289.37559908512,16310.42826117048,low
random,11918.737329824966,11955.202830643853,low
random,16014.218789188295,16046.170778750951,low
random,10685.344535069205,10716.025173363461,low
random,12051.88674915083,12076.943303171785,low
random,24857.845274972304,24878.07445051043,low
random,16705.584435264544,16713.881745615086,low
random,21848.306637596717,21923.086315696914,low
random,36373.13000999259,36395.44649951365,low
random,15253.852048849443,15348.535104646302,low
random,12518.660081341566,12521.348385274265,low
random,11421.3585390314,11430.955486451563,low
random,30120.062320923207,30169.07259118357,low
random,17047.03696389305,17094.275753857208,low
random,8390.725949377485,8576.151218880339,low
random,17281.839086342326,17345.76547876871,low
random,45790.31670078287,45866.27921739589,low
random,45626.229339227335,45661.29946726204,low
random,13824.195827097485,13837.07326937019,low
random,13064.607128917121,13129.036464085602,low
random,20671.01921216342,20696.562446780383,low
random,29386.682328980638,29463.245475257456,low
random,24584.94432836239,24708.702508860988,low
random,9646.725576228808,9658.520462605826,low
random,15525.021396160448,15565.326135035659,low
random,19919.101856937734,19933.54671920563,low
random,23544.823432320234,23710.022506314952,low
random,35198.59484799632,35342.92540001143,low
random,18225.924602776515,18238.976772485003,low
random,9559.281322315837,9609.494356896756,low
random,11633.894260682478,11673.658270255703,low
random,19574.49999543632,19646.578161953912,low
random,13657.814370565602,13691.616789409334,low
random,30704.239536974335,30734.574125416457,low
random,19989.055308133615,20072.193488820114,low
random,14031.590804345959,14039.586781817801,low
random,10608.058122579529,10652.438659972453,low
random,22567.7701457232,22662.0248944529,low
random,15380.871669037997,15409.710114873951,low
random,15172.162193001976,15201.66306858553,low
random,19884.416505720375,19914.243185827923,low
random,16699.860960077913,16733.925612360505,low
random,49572.92727049277,49576.3534936846,low
random,12838.952145012676,12889.15398378405,low
random,12371.338063096033,12476.383556270797,low
random,13003.99610321827,13067.801038575319,low
random,17398.085236860286,17407.042867547432,low
random,18350.24605308273,18443.469142703907,low
random,16232.850973194318,16265.04361339046,low
random,25684.07318122455,25764.532756984307,low
random,22122.38578760912,22136.85883163975,low
random,53269.56776020811,53296.489143578234,low
random,49680.65006817206,49858.52797179899,low
random,13568.85524954241,13644.185719241195,low
random,33609.501618644135,33670.46493134092,low
random,23207.883507463346,23270.301992756,low
random,19186.274731859885,19199.449663221872,low
random,26015.67723946919,26085.464876095895,low
random,21714.186699425845,21767.685449214623,low
random,18924.384089600226,18949.968661971005,low
random,11735.336233164513,11777.911543795215,low
random,18545.289841097892,18552.31769816226,low
random,34546.74826739799,34617.198136344654,low
random,12952.72718319554,12959.896307007624,low
random,14271.523424165167,14306.536410511186,low
random,32258.79100594863,32292.035113063503,low
random,24963.13854030574,24981.531962989025,low
random,15651.742010424727,15755.049655235325,low
random,18729.29295890142,18795.765181312865,low
random,69813.49662664115,69826.90911503734,low
random,11358.267753188164,11378.536646620054,low
random,29485.493019030506,29515.778813386052,low
random,19449.34893037949,19572.119428968374,low
random,15364.356638919195,15385.562585849988,low
random,15830.934832969946,16066.007623768968,low
random,58300.33023469809,58349.9698068975,low
random,16656.477802193334,16672.820060353977,low
random,23138.731060683294,23177.33216898302,low
random,15471.653479299697,15515.505487542378,low
random,42267.160298281764,42335.54891081645,low
random,9213.135629671424,9317.39375805169,low
random,16699.761610460788,16837.200774755387,low
random,29368.12036315282,29388.826099555252,low
random,12555.313464227658,12587.772456844252,low
random,18284.37525727205,18331.046412048403,low
random,94477.67835585291,94523.836371695,low
random,17291.529414291956,17303.983574106795,low
random,10363.405860595547,10371.311490847142,low
random,23458.589876388018,23484.423829238334,low
random,30167.97185334693,30260.051711017746,low
random,27421.282246474435,27474.35487570736,low
