policy,mean_backlog_us,max_backlog_us,load_regime
SIT-safe,1525.6123451768924,15377.536372105882,low
SIT-safe,2632.2918801824303,8779.676729343948,low
SIT-safe,2130.445742056619,9252.124729095434,low
SIT-safe,2565.9256634691947,13880.91287872009,low
SIT-safe,2081.598355093811,11661.078244545672,low
SIT-safe,1687.4415224861862,45546.114310836594,low
SIT-safe,2601.520424197833,6724.855628690188,low
SIT-safe,2042.5887112206733,7975.296802638681,low
SIT-safe,2586.9834079638013,10448.541830718517,low
SIT-safe,2124.973242407565,13573.116382123902,low
SIT-safe,1427.829765068006,5396.489389308204,low
SIT-safe,2635.5971238081233,7278.883945425274,low
SIT-safe,2090.865049335796,10808.256913767895,low
SIT-safe,2535.784975066495,20422.516296054702,low
SIT-safe,2293.5977882288043,56483.53437653952,low
SIT-safe,1494.9521488924338,6624.786025567766,low
SIT-safe,2731.5963553268925,29563.52896084683,low
SIT-safe,2207.3748431623626,23591.288967396613,low
SIT-safe,2552.8270981881315,14085.071393022721,low
SIT-safe,2014.2329134401712,5163.988695456879,low
SIT-safe,1527.2911877379474,9505.071647320394,low
SIT-safe,2594.609959361329,12839.014072067395,low
SIT-safe,2112.8285474185504,18252.613541509752,low
SIT-safe,2556.7320958713312,10373.584392539866,low
SIT-safe,2040.0336904050985,11283.225892671617,low
SIT-safe,1511.4300253645856,8690.330941218774,low
SIT-safe,2639.16227602301,7661.9174287983915,low
SIT-safe,2428.903418321969,33113.14128488057,low
SIT-safe,3046.626166712432,140258.3729023541,low
SIT-safe,2216.265392780668,17712.85614131519,low
SIT-safe,1505.146569606313,6850.191885976616,low
SIT-safe,2632.6039172267,20477.332231348613,low
SIT-safe,2175.7452945361333,17988.50933271495,low
SIT-safe,2583.8979680132,19366.15650100162,low
SIT-safe,2128.2679225848537,10345.495985373418,low
SIT-safe,1590.2653817783196,10951.779837692622,low
SIT-safe,2582.049499935453,7707.1759647695,low
SIT-safe,2107.804999190355,11265.05574948038,low
SIT-safe,2562.0832049602845,9423.632497382001,low
SIT-safe,2053.196464171989,10496.606389837223,low
SIT-safe,1541.8753586629687,24582.37730398978,low
SIT-safe,2851.0575102123853,63185.394562546455,low
SIT-safe,2053.088443569746,8276.051649044268,low
SIT-safe,2527.6453491395796,12542.34658245591,low
SIT-safe,2178.336091732209,10316.533796640346,low
SIT-safe,1579.6671050519126,16615.001885798545,low
SIT-safe,2653.9417907657576,30469.96925270671,low
SIT-safe,2175.455868346915,20430.751123273396,low
SIT-safe,2506.2154834095268,10098.136151005216,low
SIT-safe,2055.4825491013,6670.326834925567,low
SIT-safe,1503.4433164768425,3200.865004969004,low
SIT-safe,2544.1845163858547,5100.020166014894,low
SIT-safe,2000.741264944898,4135.06630633329,low
SIT-safe,2566.0927514001337,9019.734184635861,low
SIT-safe,2064.90876353815,7393.61494797637,low
SIT-safe,1509.2265980409938,10061.038531180879,low
SIT-safe,2624.613441412236,7312.262401727203,low
SIT-safe,2105.690407911085,9775.883165382664,low
SIT-safe,2501.4131644678228,15144.845684421452,low
SIT-safe,2304.5531059652867,55419.532317548495,low
SIT-safe,1515.3194703431068,15960.429950705991,low
SIT-safe,2607.1436844794657,11445.200396278204,low
SIT-safe,2121.95485895878,6275.357161174645,low
SIT-safe,2601.8394177527034,18780.12455059326,low
SIT-safe,2199.1776539521525,29484.140822670248,low
SIT-safe,1573.168872400066,7348.88590612018,low
SIT-safe,2756.347559329108,21099.63944454107,low
SIT-safe,2184.3468734983453,36436.39199900639,low
SIT-safe,2602.700368690238,12335.301583105378,low
SIT-safe,2029.7953750551799,5358.299774554442,low
SIT-safe,1610.9869161731383,28335.208858011974,low
SIT-safe,2651.9092918507986,7198.126262506237,low
SIT-safe,2092.382162426106,8100.836137551465,low
SIT-safe,2469.4874606565045,9738.858332521631,low
SIT-safe,2073.6839030983765,5513.718266020282,low
SIT-safe,1491.6160604494657,6581.404675313388,low
SIT-safe,2617.5403909550137,10162.508215704467,low
SIT-safe,2258.5312131882933,20348.051998905372,low
SIT-safe,2567.277681041505,22890.62771153415,low
SIT-safe,2197.088065996622,30521.617118325812,low
SIT-safe,1528.407067400366,5894.524632077926,low
SIT-safe,2584.1690318554843,7741.935581238242,low
SIT-safe,2199.46033207206,45707.86115522997,low
SIT-safe,2588.479854803403,12199.095873745944,low
SIT-safe,2167.4304223560325,10401.804217194614,low
SIT-safe,1500.130864733112,12717.612055479665,low
SIT-safe,2639.093252786076,7263.245278257644,low
SIT-safe,2133.263647916449,16607.95792663819,low
SIT-safe,2534.477182848438,14780.854547492228,low
SIT-safe,2099.46448602019,5316.395694493083,low
SIT-safe,1485.7572797842708,5051.128123416565,low
SIT-safe,2630.605385466851,27507.72438301315,low
SIT-safe,2133.3387632045074,7954.239594798768,low
SIT-safe,2530.99235677544,15155.005412756,low
SIT-safe,2120.1963978699478,13385.577397276764,low
SIT-safe,1564.1182143843062,9531.33300837074,low
SIT-safe,2653.1185250857015,12811.261375325266,low
SIT-safe,2154.6951444951665,16221.612886643707,low
SIT-safe,2653.8865258207115,12224.684846253018,low
SIT-safe,2007.3307895172568,4836.562340344797,low
SIT-safe,1558.8760565842329,21041.31687700638,low
SIT-safe,2683.789636826053,15792.908931113663,low
SIT-safe,2039.003964446796,4484.912145247072,low
SIT-safe,2496.8003558905953,14456.06315515987,low
SIT-safe,2086.9079152620493,10477.499527904962,low
SIT-safe,1499.1173018530035,7664.179736246762,low
SIT-safe,2594.2824240072114,9910.208873972239,low
SIT-safe,2082.074988520404,6798.451359827246,low
SIT-safe,2530.209382440365,8708.715355316614,low
SIT-safe,2038.8745740387467,7915.674093727866,low
partition,483.6289479785145,1528.1190064493276,low
partition,841.7076070294725,18925.22161989023,low
partition,1375.0043764786085,6434.439180665882,low
partition,794.8610361750423,7350.979912430572,low
partition,604.2026192727811,18625.02812400945,low
partition,597.7351187804393,11132.711859072864,low
partition,863.1007794575045,18765.068134442143,low
partition,1376.2901852386403,9788.832538073155,low
partition,867.902852025132,17917.885255644564,low
partition,602.9877098679817,10027.681190650095,low
partition,596.1899726919703,8919.707450946662,low
partition,846.7980545935977,12593.723017697817,low
partition,1311.6764954230957,5348.504291204095,low
partition,876.2150914309252,18268.978812658577,low
partition,615.9315742669467,9820.84682354617,low
partition,568.9775505772832,8727.471092846481,low
partition,755.9850597432924,4678.844061629252,low
partition,1434.5330344357938,14079.247486174427,low
partition,768.110160408297,5597.132394675675,low
partition,638.2066347075619,17638.75504295042,low
partition,624.091805773528,20403.054573913534,low
partition,823.6545082982863,10707.38024786333,low
partition,1406.573158577784,26476.122556829418,low
partition,806.4912120315399,10453.448925599347,low
partition,644.6703711677857,26063.26749477067,low
partition,567.2675186327756,10210.78315755789,low
partition,914.4923344322941,11608.857923910837,low
partition,1377.1055346873509,8525.510083801171,low
partition,797.6712504599814,10136.013121142169,low
partition,565.5413529982759,6087.900258035865,low
partition,582.3497730960697,17169.645914347464,low
partition,834.2806478566137,12187.496452083622,low
partition,1356.3002921046907,21227.33683352114,low
partition,766.860113932826,4736.210415842928,low
partition,573.1296595798726,11411.001571186353,low
partition,601.6828481857984,12628.728343956656,low
partition,836.2974402432719,8409.52975287156,low
partition,1319.7976550729345,5400.345540827169,low
partition,974.7856132678307,17289.071031763102,low
partition,568.241916316711,5369.440163600797,low
partition,665.7053262212595,28074.287915740526,low
partition,750.6081681659911,9272.036511070459,low
partition,1329.1166650919379,14203.01765805194,low
partition,740.2048017952088,3558.9215402787377,low
partition,709.7669056492217,33374.66390463005,low
partition,619.4657253363918,10102.723953589972,low
partition,770.0562506211259,10233.733199004098,low
partition,1408.582468032591,8098.676754480868,low
partition,867.581764379845,19208.425044451316,low
partition,547.437403093096,4745.7011191369675,low
partition,559.8438121567926,12793.002685592703,low
partition,802.4031235176122,13373.256907969015,low
partition,1412.5957799056273,12580.014962337293,low
partition,743.2462389237047,3511.089411600755,low
partition,593.1837432702072,8345.223956135906,low
partition,545.2415478383004,12707.645646978024,low
partition,732.0653453146759,3568.658163691405,low
partition,1309.2197681378218,6067.9723309997935,low
partition,894.9770127324543,27107.74572583806,low
partition,672.2928929988582,16015.733351934105,low
partition,560.413963671518,6594.98034003716,low
partition,792.1528741476203,8036.949496687797,low
partition,1329.8403230121776,8650.797532305325,low
partition,760.2329276770197,4313.869723782438,low
partition,617.1359483844228,18161.796843273798,low
partition,543.079911177326,11065.941202010654,low
partition,798.4526228126981,11398.69516138712,low
partition,1339.0976704619397,6881.602600528648,low
partition,853.714275829819,27248.14469464621,low
partition,651.6965106925619,15316.619041301306,low
partition,604.1548271691951,10610.31622493465,low
partition,1024.6096859917254,85692.8407505783,low
partition,1273.71151491805,4267.898868020726,low
partition,895.093534473844,21764.884187945165,low
partition,649.4868551323037,8201.443443160155,low
partition,571.6536316980494,14637.189932719179,low
partition,750.428325996832,3889.776086832775,low
partition,1348.174336470827,8495.870785934618,low
partition,872.1612555259716,15774.314049202861,low
partition,616.4740402324204,9656.486353991757,low
partition,774.4233419924531,31413.162742868913,low
partition,783.8321013574367,7934.282775158565,low
partition,1357.3423744456654,6490.653920383222,low
partition,837.0612084810417,20460.866967896513,low
partition,587.4229332447991,7972.540984325301,low
partition,625.206418228908,37814.195770411345,low
partition,788.0405792008359,7366.540893415855,low
partition,1427.14752016162,25300.259081485856,low
partition,780.3316458077343,10778.960161127907,low
partition,546.9026467025599,5024.379913806872,low
partition,498.5087257224408,2738.1643116295927,low
partition,738.8817067339858,3203.509816958278,low
partition,1568.0233279309457,68855.53316810733,low
partition,754.6127382394519,6841.426421449869,low
partition,603.1754081244356,7982.542868320947,low
partition,685.9919506689384,39169.80400646794,low
partition,805.8802668499118,10660.44657705701,low
partition,1285.5362730830395,3674.0741294690524,low
partition,842.585135111264,13366.924599457649,low
partition,613.9853474523467,15706.095679166465,low
partition,519.069439966579,4221.217558384233,low
partition,870.1703472817622,26439.428306807473,low
partition,1329.2851293203314,7937.422668502142,low
partition,1003.6907743752326,22436.530650374654,low
partition,600.9668923325858,14211.814451495793,low
partition,600.5394013606968,24972.802576466813,low
partition,837.6487049365817,10477.823012994504,low
partition,1319.7033838900868,6800.214871992415,low
partition,893.830930145895,32705.22548114945,low
partition,597.5310586705288,11513.465683353163,low
partition,565.4901137337368,15847.751460062631,low
partition,875.4011146275803,20772.29470394863,low
partition,1317.718182940034,8708.212978318392,low
partition,903.9439798229635,26084.098394712913,low
partition,620.4057675258721,21517.118257682952,low
partition,685.5188235150137,14872.64503805153,low
partition,749.3402426494117,3779.5550516469666,low
partition,1309.826451126614,4260.171646760718,low
partition,813.5890372017617,11371.955188911757,low
partition,582.356890410664,7438.030260782565,low
partition,549.2618343995283,11171.323851234512,low
partition,880.5613174686129,11306.608809203492,low
partition,1328.1107057237518,6504.0874591821375,low
partition,786.7905169021703,9324.084347731841,low
partition,549.3790588153507,5931.835709520266,low
partition,617.0264686652969,15134.463928823796,low
partition,794.0049267495244,9630.05904284434,low
partition,1345.8026675591314,8304.855747292459,low
partition,782.4072646621189,5388.146531027363,low
partition,563.082767803451,6857.533906219811,low
partition,611.1656171339087,19787.33810709202,low
partition,885.1176105366368,14031.311269698766,low
partition,1323.262798005888,12467.818848600189,low
partition,916.6176006306224,13713.477381602905,low
partition,509.4552376044575,3130.755041989454,low
partition,514.3883744499396,3163.7753521478444,low
partition,877.1250075387193,9429.365719516136,low
partition,1454.2958894806602,44147.69616012712,low
partition,796.2615323856771,8296.727129326398,low
partition,786.3137645350553,54205.26207007361,low
partition,645.7594129872233,21325.920701781462,low
partition,758.4247148666083,4469.11505902026,low
partition,1305.7792262178975,7001.287040594267,low
partition,768.0116091572977,6742.515902771876,low
partition,679.770206259968,13983.41225837564,low
partition,544.372924451773,8475.66600185493,low
partition,817.358493994613,19493.40496771945,low
partition,1340.047931236046,5472.404544358433,low
partition,840.4389252294218,10294.315536002337,low
partition,639.5057590478351,22491.483403509774,low
partition,538.3914871697558,10576.214077627636,low
partition,802.7509774351663,9839.745366573894,low
partition,1393.5488140878342,7557.935272412695,low
partition,772.8458340386678,4445.456889971247,low
partition,554.8090000010368,5045.695134648442,low
partition,527.5086905548652,4452.141850597225,low
partition,786.0482144113057,5925.950515547251,low
partition,1515.93986199435,16702.25677173119,low
partition,805.9834531786561,13708.483293418452,low
partition,571.9316960851563,6040.121037976973,low
partition,674.314669795465,23557.3669115379,low
partition,810.7802134954275,13221.08425512429,low
partition,1433.8970273549064,21629.089166913705,low
partition,798.5228461077231,5508.849394107601,low
partition,544.4154749136408,7630.947312586297,low
partition,521.0223028501227,4416.0944918059395,low
partition,867.1563140145514,23761.653491178848,low
partition,1722.8767591940357,65422.60667207115,low
partition,853.8924426768366,18892.279805186554,low
partition,620.2567691092397,12839.36647922887,low
partition,591.4319469111107,16789.69341882743,low
partition,778.1981117926126,12312.53526234231,low
partition,1387.937834218927,13283.548977114944,low
partition,790.7024835481309,8532.551486220327,low
partition,587.9876006811836,7856.982300184813,low
partition,609.0739882537068,12121.417674253797,low
partition,757.4248144817994,4979.133353522164,low
partition,1436.4194313836754,27501.48621341787,low
partition,809.1100701582693,8457.386243765008,low
partition,595.8316984054744,7730.826336134574,low
partition,761.7911779545182,30808.006250458682,low
partition,933.2704695324743,38097.683245046035,low
partition,1348.2977314003533,7834.016140270745,low
partition,819.5084985511655,6294.539771231015,low
partition,573.6161564989453,11124.01135871961,low
partition,482.1694891625063,3084.4831505120383,low
partition,806.2323933007476,9528.613384738412,low
partition,1402.5633234206666,10611.62817638903,low
partition,775.9665942720384,7611.382300373603,low
partition,606.7889346908147,9426.201983609331,low
partition,565.6796381382273,10213.647599782838,low
partition,785.0648228909331,7435.518407253054,low
partition,1352.3083510988597,10963.384528448485,low
partition,939.1037927356109,15151.238494352583,low
partition,612.4259744982663,12653.964539554028,low
partition,547.5477085206273,4389.30755062923,low
partition,765.9430323598517,8548.69899755501,low
partition,1341.2935630940287,7877.979081541504,low
partition,737.7525761889344,3129.6362790022395,low
partition,527.7337202514699,3940.498939812416,low
random,2268.171542094066,8153.886354994436,low
random,4288.682962394526,15410.415902585257,low
random,5159.95472111932,517505.01118970034,low
random,4179.913224274755,11140.295997832203,low
random,4831.668339497027,17579.673027907498,low
random,4102.342823080337,29313.11345516448,low
random,4471.263914340945,16469.902647040202,low
random,3592.822292137283,16007.593586293166,low
random,5239.755429040208,8093.720886645955,low
random,13230.855988204747,18554.911932324525,low
random,4875.015031091484,8876.511503476999,low
random,3774.269931868142,13250.314823411987,low
random,4492.657454652425,14106.506980852631,low
random,4706.596375967826,25497.712047010777,low
random,3969.825279362104,7448.895096854307,low
random,3103.657637521791,3947.31589987209,low
random,4956.52881284228,9998.507680894458,low
random,4961.534337513529,18858.058834278898,low
random,3293.0351903559304,12481.733987750951,low
random,14062.642166300117,18593.723292121198,low
random,4856.476597158758,14126.374862532597,low
random,3340.20281674772,10449.835969857639,low
random,4794.628782848126,25321.366951280354,low
random,3561.458862342716,18085.18229037919,low
random,7007.092134790075,10643.903166952434,low
random,5099.580220426684,20996.45064437692,low
random,6926.418861619689,18316.4751149253,low
random,7201.64877257869,27190.50941865053,low
random,3967.810668005574,15635.573190850715,low
random,3833.409303865671,9221.550481721759,low
random,4802.492478737951,15146.326946807094,low
random,3928.7227379886926,17945.43399884703,low
random,3938.987676562733,29902.161472545355,low
random,3464.9774751706095,17173.399318565964,low
random,4591.4101760526955,16018.834507818567,low
random,4037.6849794870127,13593.518505312706,low
random,3972.4116101310515,33872.54378982124,low
random,5350.563011725908,10784.514295678004,low
random,4195.198336362734,12027.625665917643,low
random,4197.348105627664,26596.69862534551,low
random,4240.9313977600295,14431.260819945019,low
random,4705.57052657385,11490.090531565336,low
random,6791.565048794948,24041.51760358193,low
random,3902.925041863191,35745.41849854635,low
random,4202.419997896332,16058.020936540095,low
random,4088.241429481789,13269.546559750539,low
random,4616.272130382547,13298.268005815102,low
random,4518.792166263426,16490.564030895708,low
random,4027.6207435660795,22909.745164987573,low
random,6149.180925916074,22743.937368724262,low
random,3442.031268635408,13635.87817549589,low
random,5449.498747095465,11240.317915902036,low
random,3725.590603912021,21462.996840968786,low
random,3224.805538485854,14870.825757112936,low
random,4499.218062170689,15413.772678232868,low
random,4637.959475071964,16818.901620134304,low
random,3606.248381801884,11080.469601973775,low
random,3866.2171573486457,16388.59973895544,low
random,3937.958010135335,13375.832773668575,low
random,4989.327711772483,44905.69597455615,low
random,15796.32066140024,31348.33500233828,low
random,3767.0758816218636,22814.213938373025,low
random,4996.9181899117975,11285.742793251295,low
random,3892.234918157376,25368.249178821105,low
random,4406.363992575082,16140.719256769284,low
random,4007.036436674523,10905.821172917145,low
random,3480.5153592289216,29652.213064460608,low
random,4337.895365356885,10455.555311593693,low
random,4516.178238480433,13024.776624887716,low
random,4388.425088680435,22604.83390313678,low
random,4191.491774052862,10367.290362434578,low
random,4973.085744403793,8900.938977645594,low
random,4212.772222776072,20143.094901937235,low
random,4690.994618623928,19096.602562672226,low
random,6762.712747201238,22302.86150449398,low
random,10395.22486961332,16897.773928085342,low
random,4727.258105608305,7416.373418442556,low
random,5430.505622230737,21389.06695037079,low
random,4664.677876375243,11805.275859208487,low
random,4207.301215898825,10722.689985337202,low
random,3104.158686651965,17931.54392215435,low
random,4707.734060724028,18413.61959252006,low
random,5008.948002700856,10988.63972870051,low
random,3319.5364482581253,15241.176451255975,low
random,4683.368619715601,27344.841931903036,low
random,6276.194612615076,13284.632209838543,low
random,5877.2419591964335,15637.342639342649,low
random,3862.3339334704,8486.516740925028,low
random,3884.5105707514094,10356.169469236862,low
random,4123.211568040578,12014.20723327424,low
random,14161.336134879977,20307.874901897507,low
random,3370.795878216762,18624.517973162147,low
random,4664.681358475767,17311.047866600864,low
random,4829.568218352563,8528.553785613389,low
random,4913.342869678914,15157.24494947493,low
random,4763.073729020551,21350.733178413706,low
random,4582.276296821097,21486.883505225007,low
random,3830.969498319803,7991.589054485899,low
random,4262.175959789103,10726.702937027672,low
random,3098.534026522485,11043.687514243182,low
random,13847.962287736655,30044.942643573973,low
random,4274.037619768212,11366.746352081653,low
random,4534.430118441812,6852.041469139396,low
random,4737.3470174262075,20325.483006379043,low
random,5847.568611009905,10330.903297150158,low
random,20999.0336513193,40765.80411399901,low
random,3578.685374015779,14123.593142285943,low
random,4962.280415390337,13897.21767942456,low
random,3526.7043129069116,12060.780351205845,low
random,4573.610992386164,12882.886925828672,low
random,4957.270355972719,20640.56794161687,low
random,3649.986914126789,7994.974339070439,low
random,4207.856626108061,23437.264863320044,low
random,4356.4204778914545,12046.66539566894,low
random,4293.97722089341,8915.480910120299,low
random,4970.703600367752,16103.090430115582,low
random,5515.745909180084,13148.050649359822,low
random,4611.019033075775,14953.015658426593,low
random,4462.24430728167,33021.66451435583,low
random,5608.326415028201,11979.47637296305,low
random,4791.405470538512,13948.077829197588,low
random,6516.656423422987,25178.056559826713,low
random,4923.775855163162,13465.285906165373,low
random,4323.280447229409,31748.7900731907,low
random,4690.887544063383,9191.970439634519,low
random,20177.97548507332,31022.56731745624,low
random,4248.8930425669305,16485.904233582958,low
random,4001.3932218702294,8276.148546932614,low
random,4459.806754613585,29277.1327262407,low
random,4929.436712583351,10159.763794315746,low
random,4280.39983093673,7834.641617043642,low
random,4207.835441364228,16173.731834472623,low
random,6739.611565584177,18563.300916366978,low
random,4446.187706651319,8646.72102825658,low
random,6104.8518078243005,15728.788633553748,low
random,4101.673048568409,16812.203586581047,low
random,5026.730774130951,18458.056520171813,low
random,7041.039942547617,26293.72959312587,low
random,5868.53607126813,16510.44529852853,low
random,4709.857927192505,8714.649479110725,low
random,4070.4634922559167,6389.39626773051,low
random,4236.726828401856,13549.864426809596,low
random,4280.625138628325,11234.006925531314,low
random,5141.103074073676,15091.62593999412,low
random,7158.5860377485915,24820.702626499697,low
random,15518.974510724656,45996.33716914477,low
random,5043.235571214201,35732.26396986534,low
random,3519.692704277211,13147.468876587343,low
random,4014.370995105699,35763.17638260836,low
random,3958.8913557944284,11133.85680319916,low
random,5248.149535733499,7097.257285974221,low
random,7443.33976333403,17605.102338679484,low
random,3340.6714192309437,15011.543932233646,low
random,4727.187712635584,20977.86966077378,low
random,4810.316645254487,18401.04184447415,low
random,3491.2201648705045,8013.001469609211,low
random,3336.929649952162,11018.2445782742,low
random,4701.861846206656,12949.196195815806,low
random,3845.970937234816,14352.425805298728,low
random,13074.479927227947,18337.822389563196,low
random,4072.5396880063413,24343.850624711602,low
random,7562.859078599033,29904.580921335146,low
random,4515.537090411013,15871.126792766503,low
random,4906.990583235104,31994.688460481586,low
random,15492.80395975995,26951.19529292686,low
random,4986.179793342022,8070.153363822028,low
random,4709.523686842523,21752.910710847413,low
random,4024.590614428335,8582.09403916169,low
random,3981.738319334143,12424.478598210611,low
random,4412.1472139339685,18796.12815453252,low
random,5230.966556231526,10916.419598339475,low
random,3662.881654856162,29599.384046617546,low
random,7321.533695999469,14517.662531680427,low
random,4706.974040064938,10153.825453137979,low
random,4301.9272467740975,12334.97792264237,low
random,9055.311602416345,19570.519702509977,low
random,3946.092087022595,11275.221137761371,low
random,4108.914074192214,16106.834140466526,low
random,4533.425634110291,9494.39394854824,low
random,15063.225079928206,25907.917980985156,low
random,4307.6638339634055,8349.224936205661,low
random,5711.3138855802945,20932.016915155516,low
random,4148.381994194907,31971.740690307226,low
random,3943.1144793012395,11852.969545304077,low
random,3667.373002382813,7235.519131119654,low
random,5421.755261871102,19336.777768819476,low
random,4526.934251290325,8814.495412052202,low
random,5091.392135909029,7702.2246079907345,low
random,4161.788182931536,9439.039828762645,low
random,14408.018003519814,29911.360536334105,low
random,14203.528258857556,23347.76554093603,low
random,4529.4169015363605,12896.245983183384,low
random,3651.9318400790767,15074.091214344488,low
random,4596.485920596283,8820.428055286407,low
random,4807.884703687629,7942.080240720417,low
random,4703.22456370408,10802.842922078678,low
random,5124.297527313282,21635.59064120392,low
random,6558.136918184882,19934.60373222537,low
random,4320.831034769915,9794.481964556733,low
random,7558.4677157514125,14844.985449926578,low
static-high,6199.619906435952,25972.106898703147,low
static-high,7788.510340548638,17155.58780394029,low
static-high,6919.480064365987,10548.245858543552,low
static-high,6386.96236709257,15237.09528375999,low
static-high,10486.544509992103,18892.982616601395,low
static-high,6257.931495863637,19992.73458166409,low
static-high,7709.823236917277,17918.4514210911,low
static-high,7063.303386021777,16064.137779934565,low
static-high,6613.042742207952,17965.383370993077,low
static-high,10382.032866302277,17437.92974316608,low
static-high,6165.161511849567,18871.51032809785,low
static-high,7951.530123638619,19553.72563739028,low
static-high,6872.8991378020755,18451.547801571665,low
static-high,6383.6756918815545,23216.235662265914,low
static-high,10615.713603687389,16159.102664235746,low
static-high,6147.793315946608,12618.980545975675,low
static-high,7891.334327710511,24360.86124767305,low
static-high,6945.438133044327,19618.956307371613,low
static-high,6392.574591349565,11603.702641110867,low
static-high,10444.839077918577,16083.92299131304,low
static-high,6260.81215129779,25273.31801004146,low
static-high,7865.837387240595,29559.772571329435,low
static-high,6993.157829049986,18220.586626000353,low
static-high,6613.814431853427,22076.911616436788,low
static-high,10438.457560984127,21586.468317762134,low
static-high,6154.146926612632,10424.693829684751,low
static-high,7867.69443063972,12514.132249294315,low
static-high,6961.013080689143,58255.3780145715,low
static-high,6438.6410292976525,21438.556739957305,low
static-high,10618.46777897303,16001.273624201538,low
static-high,6148.9909133764895,13626.686739303172,low
static-high,7739.285339712968,10743.000708999985,low
static-high,6894.269041724124,12857.69770359539,low
static-high,6469.066372264052,20884.821212270763,low
static-high,10508.155746902119,30204.717185095302,low
static-high,6388.737793608259,24889.39005244851,low
static-high,8070.5771149393895,89028.98952787509,low
static-high,7014.180477790744,20513.671371280332,low
static-high,6506.073581745462,11070.608683049679,low
static-high,10516.20472683681,21625.867492787074,low
static-high,6210.7587735986435,17269.153834889417,low
static-high,7905.316723790237,30158.540426104562,low
static-high,6789.376633386101,13372.75874705892,low
static-high,6361.9168616711795,12956.81604468706,low
static-high,10583.557182159399,12461.68395810714,low
static-high,6162.992234639152,13022.814512924524,low
static-high,7777.583671209738,14191.871681643417,low
static-high,6903.394428068034,11637.677359046647,low
static-high,6475.126276815333,17246.234573326772,low
static-high,10549.415713785631,25970.99924971559,low
static-high,6238.682491311239,14078.943711282453,low
static-high,7745.57860965066,20214.33681921837,low
static-high,6997.002352568168,18251.76041181106,low
static-high,6619.955077193033,18356.995601464296,low
static-high,10503.114253877398,24054.04773298744,low
static-high,6142.073514525066,15494.446928009274,low
static-high,7797.113543243672,9113.628044035286,low
static-high,6810.0251991801715,17683.811741278332,low
static-high,6360.978408616497,19978.75591085464,low
static-high,10656.047242553424,20254.24667356329,low
static-high,6105.836256180973,16699.265861245105,low
static-high,7786.230569638054,18463.26600266737,low
static-high,7208.189612883949,91127.98840843653,low
static-high,6417.965394847217,18298.778835575562,low
static-high,10560.252342728112,32682.944159891922,low
static-high,6270.797745324757,15952.717602360062,low
static-high,7733.659514051443,20997.821213463554,low
static-high,6938.912689552925,8983.393515772885,low
static-high,6835.872292402761,106838.11498501035,low
static-high,10488.95271338715,20750.62005425035,low
static-high,6132.067790884506,17837.028540036874,low
static-high,7876.786478512249,25691.523834207444,low
static-high,6826.071053082443,19824.876688541146,low
static-high,6391.537402769506,11492.65546909091,low
static-high,10647.057466732145,19193.239692975185,low
static-high,6319.858675218667,42860.56694477447,low
static-high,7816.524428386886,15165.720275867032,low
static-high,6983.6471955745765,18085.40244355786,low
static-high,6408.014165495574,20671.04125218559,low
static-high,10535.956829564637,25453.428892676253,low
static-high,6236.050478817714,17846.621537731786,low
static-high,7815.408566686761,24638.955773554742,low
static-high,6980.507007789437,13475.830799717689,low
static-high,6576.8839324639175,15155.61256360967,low
static-high,10378.439642405812,14746.82941352413,low
static-high,6317.486228787692,35229.02010165877,low
static-high,8021.452533065712,25368.291545376298,low
static-high,6888.5342901464655,22086.731534735998,low
static-high,6366.583109936232,18153.378909728053,low
static-high,10680.354814452521,23196.36984714889,low
static-high,6127.9992803383675,12967.454916956834,low
static-high,7833.050137583466,21305.919040823122,low
static-high,6961.779870401114,11625.49011339969,low
static-high,6390.808452110302,26819.407293962286,low
static-high,10484.901674713183,19973.625224288553,low
static-high,6265.386123505702,17396.506230161292,low
static-high,7638.434579742234,10679.316476884902,low
static-high,7040.629058908848,26732.396550086327,low
static-high,6603.636852979804,21051.236914526206,low
static-high,10399.00097925917,15645.038861192763,low
static-high,6183.1247499600895,20233.236454881262,low
static-high,7887.5285649227835,16054.862103946507,low
static-high,6870.013750598537,16728.46659504529,low
static-high,6314.427259114211,11902.491175943345,low
static-high,10785.559674477237,21487.96215700335,low
static-high,6162.8123993469135,16461.447267332114,low
static-high,7743.159619843047,13970.954837201512,low
static-high,6925.1082632403,11353.825809842208,low
static-high,6413.405356449006,13719.925810894696,low
static-high,10641.296199216811,58526.63301467756,low
static-high,6255.720601981157,12564.48564124445,low
static-high,7658.811695829781,12110.28001728165,low
static-high,7072.191756919444,17451.299276494887,low
static-high,6571.283685666376,14899.634368058294,low
static-high,10441.731733652656,20461.011092270957,low
static-high,6151.575072603139,10134.538307024632,low
static-high,7795.946703502454,9360.403786423733,low
static-high,6751.196070457965,13326.036327317357,low
static-high,6383.309623422076,17997.58026839397,low
static-high,10618.093482425704,19304.460579378647,low
static-high,6102.384628960943,11674.904437649668,low
static-high,7752.717992683449,19927.423148927977,low
static-high,7006.948401602205,17633.50144067069,low
static-high,6578.798641167173,54094.514396881044,low
static-high,10456.617385693815,20693.622592408676,low
static-high,6244.555343501318,13001.722506495425,low
static-high,7686.023759911004,19052.961332517385,low
static-high,6976.330819408776,11469.489151721587,low
static-high,6582.061102836855,13510.928791585728,low
static-high,10353.330130245045,13718.596216972917,low
static-high,6150.283228514415,12245.035118344123,low
