metric,policy,baseline,interference_regime,load_regime,mean_diff,ci_lo,ci_hi,p_value,cohens_d,n,q_value,significant
cvar99_us,SIT-no-admission,partition,iid_noise,high,7908.0192,7775.2126,8037.4558,0.001,8.2978,200,0.004,True
cvar99_us,spread,partition,iid_noise,high,3772.8676,3568.748,3981.6127,0.001,2.6116,200,0.004105,True
cvar99_us,random,partition,iid_noise,high,11263.4443,10928.2031,11640.8297,0.001,4.466,200,0.004095,True
cvar99_us,round-robin,partition,iid_noise,high,11254.35,10895.5632,11637.6357,0.001,4.0924,200,0.004085,True
cvar99_us,binpack-greedy,partition,iid_noise,high,15418.9705,15206.5051,15636.0584,0.001,9.4441,200,0.003901,True
cvar99_us,tail-greedy,partition,iid_noise,high,5566.2994,5459.389,5660.0204,0.001,7.6307,200,0.004066,True
cvar99_us,similarity-avoidance,partition,iid_noise,high,7484.2083,7242.3047,7751.9376,0.001,3.9918,200,0.004056,True
cvar99_us,admission-only,partition,iid_noise,high,11239.6604,10894.4788,11560.79,0.001,4.3608,200,0.004047,True
cvar99_us,oracle,partition,iid_noise,high,5558.1392,5458.3997,5665.278,0.001,7.5892,200,0.004037,True
cvar99_us,static-low,partition,iid_noise,high,2081.903,2028.1613,2138.7279,0.001,5.2595,200,0.004028,True
cvar99_us,static-high,partition,iid_noise,high,19886.8743,19625.9096,20169.7169,0.001,10.2709,200,0.004019,True
cvar99_us,k8s-hpa,partition,iid_noise,high,7810.8111,7516.0754,8109.9135,0.001,3.8255,200,0.004009,True
cvar99_us,k8s-default,partition,iid_noise,high,6424.4129,6203.4061,6657.31,0.001,3.8314,200,0.002919,True
cvar99_us,slurm-fcfs,partition,iid_noise,high,11222.6296,10834.1688,11592.307,0.001,4.0374,200,0.002914,True
cvar99_us,triton-proxy,partition,iid_noise,high,16508.015,16019.4812,17047.547,0.001,4.3615,200,0.002909,True
cvar99_us,SIT-safe,partition,iid_noise,low,1852.613,1818.9874,1889.4769,0.001,7.4038,200,0.002904,True
cvar99_us,SIT-no-IRBS,partition,iid_noise,low,2904.6832,2821.7303,2989.1678,0.001,4.6864,200,0.002899,True
cvar99_us,SIT-no-safety,partition,iid_noise,low,3488.471,3433.0322,3544.5913,0.001,8.8048,200,0.002894,True
cvar99_us,SIT-no-admission,partition,iid_noise,low,2638.6529,2594.4294,2683.2181,0.001,8.2277,200,0.00289,True
cvar99_us,spread,partition,iid_noise,low,1257.4699,1186.661,1325.8898,0.001,2.4639,200,0.002885,True
cvar99_us,random,partition,iid_noise,low,3781.063,3672.9542,3898.0916,0.001,4.6541,200,0.002424,True
cvar99_us,round-robin,partition,iid_noise,low,3757.8759,3637.3301,3887.5043,0.001,4.067,200,0.00242,True
cvar99_us,binpack-greedy,partition,iid_noise,low,5142.2529,5069.1384,5218.405,0.001,9.2952,200,0.002486,True
cvar99_us,tail-greedy,partition,iid_noise,low,1852.3944,1817.463,1888.3584,0.001,7.4067,200,0.002417,True
cvar99_us,similarity-avoidance,partition,iid_noise,low,2499.4112,2409.7127,2584.431,0.001,4.0018,200,0.002939,True
cvar99_us,admission-only,partition,iid_noise,low,3783.4784,3668.9896,3901.8657,0.001,4.5047,200,0.002934,True
cvar99_us,oracle,partition,iid_noise,low,1854.3385,1821.0431,1888.8842,0.001,7.5187,200,0.002929,True
cvar99_us,static-low,partition,iid_noise,low,689.5185,668.7383,707.8284,0.001,4.9442,200,0.002924,True
cvar99_us,static-high,partition,iid_noise,low,6638.459,6547.4234,6723.6411,0.001,10.1939,200,0.002526,True
cvar99_us,k8s-hpa,partition,iid_noise,low,2604.0094,2501.784,2698.737,0.001,3.8227,200,0.002434,True
cvar99_us,k8s-default,partition,iid_noise,low,2143.8266,2066.8261,2228.0174,0.001,3.8271,200,0.002448,True
cvar99_us,slurm-fcfs,partition,iid_noise,low,3741.5014,3620.2359,3866.8714,0.001,4.005,200,0.002444,True
cvar99_us,triton-proxy,partition,iid_noise,low,5509.5609,5325.0461,5685.6532,0.001,4.3445,200,0.002441,True
cvar99_us,SIT-safe,partition,iid_noise,medium,3702.3209,3637.611,3769.3168,0.001,7.4895,200,0.002437,True
cvar99_us,SIT-no-IRBS,partition,iid_noise,medium,5868.4538,5706.1718,6034.8466,0.001,4.8586,200,0.00243,True
cvar99_us,SIT-no-safety,partition,iid_noise,medium,6968.4625,6850.6159,7084.3819,0.001,8.8447,200,0.002427,True
cvar99_us,SIT-no-admission,partition,iid_noise,medium,5272.4161,5186.698,5359.3224,0.001,8.2578,200,0.002497,True
cvar99_us,spread,partition,iid_noise,medium,2411.9751,2287.0864,2545.8244,0.001,2.5271,200,0.002501,True
cvar99_us,random,partition,iid_noise,medium,7547.9439,7321.1535,7799.9302,0.001,4.0477,200,0.002504,True
cvar99_us,round-robin,partition,iid_noise,medium,7502.8333,7238.5434,7777.3182,0.001,4.0571,200,0.002508,True
cvar99_us,binpack-greedy,partition,iid_noise,medium,10279.228,10130.9018,10438.398,0.001,9.4021,200,0.002512,True
cvar99_us,tail-greedy,partition,iid_noise,medium,3709.307,3641.8134,3775.1182,0.001,7.5729,200,0.002515,True
cvar99_us,similarity-avoidance,partition,iid_noise,medium,4996.9692,4811.4324,5161.5592,0.001,4.0043,200,0.002519,True
cvar99_us,admission-only,partition,iid_noise,medium,7539.7654,7302.2191,7766.0528,0.001,4.3369,200,0.002523,True
cvar99_us,oracle,partition,iid_noise,medium,3708.5922,3643.196,3773.8066,0.001,7.4818,200,0.003048,True
cvar99_us,static-low,partition,iid_noise,medium,1386.6804,1349.6353,1423.1022,0.001,5.1235,200,0.003053,True
cvar99_us,static-high,partition,iid_noise,medium,13264.6156,13091.8297,13446.4475,0.001,10.2228,200,0.003058,True
cvar99_us,k8s-hpa,partition,iid_noise,medium,5213.5828,5033.4933,5393.4705,0.001,3.8245,200,0.003064,True
cvar99_us,k8s-default,partition,iid_noise,medium,4283.6719,4135.1531,4450.5809,0.001,3.8475,200,0.003119,True
cvar99_us,slurm-fcfs,partition,iid_noise,medium,7486.2399,7221.9052,7740.6287,0.001,4.0071,200,0.003075,True
cvar99_us,triton-proxy,partition,iid_noise,medium,11009.0625,10683.3863,11369.2621,0.001,4.3486,200,0.00308,True
cvar99_us,SIT-safe,partition,iid_noise,saturation,7433.2701,7308.6889,7566.8416,0.001,7.7571,200,0.003086,True
cvar99_us,SIT-no-IRBS,partition,iid_noise,saturation,11712.6044,11372.4553,12030.2286,0.001,4.8341,200,0.00281,True
cvar99_us,SIT-no-safety,partition,iid_noise,saturation,13932.4843,13724.0099,14179.0021,0.001,8.8388,200,0.002805,True
cvar99_us,SIT-no-admission,partition,iid_noise,saturation,10549.549,10361.9658,10717.3965,0.001,8.3119,200,0.002801,True
cvar99_us,spread,partition,iid_noise,saturation,4997.1952,4734.3347,5293.2623,0.001,2.5139,200,0.002796,True
cvar99_us,random,partition,iid_noise,saturation,15082.917,14622.4139,15553.6702,0.001,4.3297,200,0.003026,True
cvar99_us,round-robin,partition,iid_noise,saturation,15002.4019,14489.0411,15502.3418,0.001,4.0819,200,0.003032,True
cvar99_us,binpack-greedy,partition,iid_noise,saturation,20559.7448,20254.3739,20869.8173,0.001,9.4891,200,0.003037,True
cvar99_us,tail-greedy,partition,iid_noise,saturation,7435.2541,7307.864,7564.1409,0.001,7.6524,200,0.003042,True
cvar99_us,similarity-avoidance,partition,iid_noise,saturation,10004.8929,9643.2361,10360.4296,0.001,4.0162,200,0.002842,True
cvar99_us,admission-only,partition,iid_noise,saturation,15193.476,14783.8837,15643.3637,0.001,4.8775,200,0.002837,True
cvar99_us,oracle,partition,iid_noise,saturation,7427.1559,7298.8188,7556.7908,0.001,7.6307,200,0.002591,True
cvar99_us,static-low,partition,iid_noise,saturation,2775.8712,2702.9401,2849.3017,0.001,5.2326,200,0.002833,True
cvar99_us,static-high,partition,iid_noise,saturation,26531.8971,26163.9182,26895.3514,0.001,10.3382,200,0.002828,True
cvar99_us,k8s-hpa,partition,iid_noise,saturation,10426.8377,10035.3086,10821.5911,0.001,3.8267,200,0.002824,True
cvar99_us,k8s-default,partition,iid_noise,saturation,8563.331,8258.9318,8884.4259,0.001,3.8485,200,0.002819,True
cvar99_us,slurm-fcfs,partition,iid_noise,saturation,14971.0637,14456.7833,15513.6305,0.001,4.0078,200,0.002814,True
cvar99_us,triton-proxy,partition,iid_noise,saturation,22008.7774,21319.9959,22741.1325,0.001,4.3722,200,0.00288,True
cvar99_us,SIT-safe,partition,partial_obs,high,5869.7305,3749.8333,7872.8141,0.001,0.3965,200,0.002875,True
cvar99_us,SIT-no-IRBS,partition,partial_obs,high,9170.3166,6797.2852,11481.8145,0.001,0.533,200,0.00287,True
cvar99_us,SIT-no-safety,partition,partial_obs,high,9915.5699,7908.5796,11777.814,0.001,0.7341,200,0.002944,True
cvar99_us,SIT-no-admission,partition,partial_obs,high,7297.7119,4918.4823,9847.0382,0.001,0.4333,200,0.002861,True
cvar99_us,spread,partition,partial_obs,high,4333.003,1937.232,6732.4497,0.001,0.2499,200,0.002856,True
cvar99_us,random,partition,partial_obs,high,10702.4361,8651.9245,12825.462,0.001,0.7237,200,0.002851,True
cvar99_us,round-robin,partition,partial_obs,high,10121.5227,8025.0918,12037.4757,0.001,0.6883,200,0.002847,True
cvar99_us,binpack-greedy,partition,partial_obs,high,14637.9275,12515.8828,16833.2897,0.001,0.9861,200,0.002642,True
cvar99_us,tail-greedy,partition,partial_obs,high,5939.6768,3511.0768,8338.1906,0.001,0.344,200,0.002638,True
cvar99_us,similarity-avoidance,partition,partial_obs,high,6161.2224,4147.8984,8149.38,0.001,0.4084,200,0.002634,True
cvar99_us,admission-only,partition,partial_obs,high,10076.3515,8070.9164,11866.0978,0.001,0.7405,200,0.00263,True
cvar99_us,oracle,partition,partial_obs,high,5817.3702,3672.4808,8097.5293,0.001,0.3535,200,0.002626,True
cvar99_us,static-low,partition,partial_obs,high,2618.3512,65.8097,5527.3796,0.022,0.1378,200,0.051097,False
cvar99_us,static-high,partition,partial_obs,high,19630.9683,17362.6947,21719.0582,0.001,1.2767,200,0.002622,True
cvar99_us,k8s-hpa,partition,partial_obs,high,8635.3121,5142.3367,13300.8897,0.001,0.279,200,0.002618,True
cvar99_us,k8s-default,partition,partial_obs,high,5611.9155,2906.7016,9166.582,0.001,0.2559,200,0.002969,True
cvar99_us,slurm-fcfs,partition,partial_obs,high,11001.325,8726.5713,13050.3381,0.001,0.7043,200,0.002964,True
cvar99_us,triton-proxy,partition,partial_obs,high,13957.5923,11771.5203,15850.3875,0.001,0.9589,200,0.002959,True
cvar99_us,SIT-safe,partition,partial_obs,low,1734.5831,1430.5434,1995.5482,0.001,0.8474,200,0.002954,True
cvar99_us,SIT-no-IRBS,partition,partial_obs,low,2826.4569,2445.4869,3260.681,0.001,1.0049,200,0.002949,True
cvar99_us,SIT-no-safety,partition,partial_obs,low,3239.737,2956.1258,3534.957,0.001,1.5578,200,0.002866,True
cvar99_us,SIT-no-admission,partition,partial_obs,low,2432.005,2125.9267,2707.6843,0.001,1.0813,200,0.00265,True
cvar99_us,spread,partition,partial_obs,low,1207.3002,910.2232,1531.4157,0.001,0.5199,200,0.002646,True
cvar99_us,random,partition,partial_obs,low,3557.714,3240.4175,3874.7079,0.001,1.5905,200,0.00301,True
cvar99_us,round-robin,partition,partial_obs,low,3487.0035,3200.9615,3777.823,0.001,1.595,200,0.003005,True
cvar99_us,binpack-greedy,partition,partial_obs,low,5181.289,4863.569,5514.1076,0.001,2.1989,200,0.003,True
cvar99_us,tail-greedy,partition,partial_obs,low,1901.7334,1591.9348,2247.4788,0.001,0.8386,200,0.002995,True
cvar99_us,similarity-avoidance,partition,partial_obs,low,2047.9443,1763.4529,2318.658,0.001,0.9662,200,0.00299,True
cvar99_us,admission-only,partition,partial_obs,low,3629.9571,3339.7472,3918.8956,0.001,1.6811,200,0.002984,True
cvar99_us,oracle,partition,partial_obs,low,1824.8941,1480.2601,2134.5733,0.001,0.773,200,0.002979,True
cvar99_us,static-low,partition,partial_obs,low,646.5888,345.2767,955.5398,0.001,0.298,200,0.002974,True
cvar99_us,static-high,partition,partial_obs,low,6560.8349,6233.1864,6881.4506,0.001,2.7706,200,0.003091,True
cvar99_us,k8s-hpa,partition,partial_obs,low,2361.8401,2040.321,2681.5986,0.001,0.9527,200,0.003097,True
cvar99_us,k8s-default,partition,partial_obs,low,1839.2444,1529.6265,2140.3839,0.001,0.8004,200,0.003102,True
cvar99_us,slurm-fcfs,partition,partial_obs,low,3602.6914,3285.2433,3919.2432,0.001,1.5663,200,0.003108,True
cvar99_us,triton-proxy,partition,partial_obs,low,4819.709,4519.4049,5118.5761,0.001,2.1149,200,0.003114,True
cvar99_us,SIT-safe,partition,partial_obs,medium,3734.3211,3123.1753,4312.768,0.001,0.8684,200,0.003069,True
cvar99_us,SIT-no-IRBS,partition,partial_obs,medium,5629.5627,4941.7049,6217.1921,0.001,1.3057,200,0.003021,True
cvar99_us,SIT-no-safety,partition,partial_obs,medium,6738.026,6135.0622,7344.9667,0.001,1.5772,200,0.003016,True
cvar99_us,SIT-no-admission,partition,partial_obs,medium,5463.9062,4812.3199,6045.6229,0.001,1.2527,200,0.002783,True
cvar99_us,spread,partition,partial_obs,medium,2456.9479,1862.3019,3007.2218,0.001,0.5539,200,0.002778,True
cvar99_us,random,partition,partial_obs,medium,7757.9183,6974.3229,8689.2787,0.001,1.3097,200,0.002774,True
cvar99_us,round-robin,partition,partial_obs,medium,7522.7651,6842.6099,8184.3145,0.001,1.5574,200,0.002769,True
cvar99_us,binpack-greedy,partition,partial_obs,medium,10172.1462,9507.8647,10926.8911,0.001,1.9481,200,0.002765,True
cvar99_us,tail-greedy,partition,partial_obs,medium,3987.0361,3399.5831,4601.0408,0.001,0.9298,200,0.00276,True
cvar99_us,similarity-avoidance,partition,partial_obs,medium,4248.5366,3616.9422,4880.1876,0.001,0.9532,200,0.002756,True
cvar99_us,admission-only,partition,partial_obs,medium,6940.1975,6333.1962,7527.7222,0.001,1.7023,200,0.002752,True
cvar99_us,oracle,partition,partial_obs,medium,3484.9041,2806.2102,4202.5485,0.001,0.6985,200,0.002552,True
cvar99_us,static-low,partition,partial_obs,medium,1657.7913,982.7238,2421.229,0.001,0.3172,200,0.002549,True
cvar99_us,static-high,partition,partial_obs,medium,12580.0009,12027.3152,13081.4152,0.001,3.3196,200,0.002545,True
cvar99_us,k8s-hpa,partition,partial_obs,medium,4878.4377,4273.111,5465.0348,0.001,1.1519,200,0.002541,True
cvar99_us,k8s-default,partition,partial_obs,medium,3642.4708,3088.6506,4191.665,0.001,0.9074,200,0.002537,True
cvar99_us,slurm-fcfs,partition,partial_obs,medium,7633.352,6964.723,8318.901,0.001,1.5162,200,0.002534,True
cvar99_us,triton-proxy,partition,partial_obs,medium,9916.3211,9319.4561,10573.3754,0.001,2.1369,200,0.002721,True
cvar99_us,SIT-safe,partition,partial_obs,saturation,8538.105,6302.4067,11097.3997,0.001,0.4885,200,0.002787,True
cvar99_us,SIT-no-IRBS,partition,partial_obs,saturation,13175.7049,11451.1668,14999.7754,0.001,1.0732,200,0.002583,True
cvar99_us,SIT-no-safety,partition,partial_obs,saturation,14069.0286,12403.7707,15714.5489,0.001,1.2218,200,0.002579,True
cvar99_us,SIT-no-admission,partition,partial_obs,saturation,10024.9431,8577.613,11407.1225,0.001,0.9692,200,0.002575,True
cvar99_us,spread,partition,partial_obs,saturation,5383.4417,3771.0314,7094.8753,0.001,0.4424,200,0.002571,True
cvar99_us,random,partition,partial_obs,saturation,15661.064,13951.8002,17375.958,0.001,1.2698,200,0.002568,True
cvar99_us,round-robin,partition,partial_obs,saturation,16418.7442,14514.0656,18217.2308,0.001,1.2326,200,0.002564,True
cvar99_us,binpack-greedy,partition,partial_obs,saturation,21562.4081,19924.9739,23029.9451,0.001,1.9612,200,0.00256,True
cvar99_us,tail-greedy,partition,partial_obs,saturation,7511.0909,5870.6107,9164.6314,0.001,0.6264,200,0.002556,True
cvar99_us,similarity-avoidance,partition,partial_obs,saturation,10093.9583,8098.9757,12029.1177,0.001,0.7529,200,0.002614,True
cvar99_us,admission-only,partition,partial_obs,saturation,15209.2191,13635.7155,17015.0912,0.001,1.1815,200,0.00261,True
cvar99_us,oracle,partition,partial_obs,saturation,9314.2374,7552.693,11279.4118,0.001,0.7335,200,0.002606,True
cvar99_us,static-low,partition,partial_obs,saturation,2731.2249,1134.4547,4224.1312,0.001,0.2565,200,0.002602,True
cvar99_us,static-high,partition,partial_obs,saturation,26879.382,25209.6814,28539.7922,0.001,2.3324,200,0.002598,True
cvar99_us,k8s-hpa,partition,partial_obs,saturation,10868.6224,9152.881,12665.5477,0.001,0.8204,200,0.002595,True
cvar99_us,k8s-default,partition,partial_obs,saturation,8122.7255,6589.9186,9667.7683,0.001,0.7124,200,0.002654,True
cvar99_us,slurm-fcfs,partition,partial_obs,saturation,14427.0208,13091.7763,15895.2991,0.001,1.3519,200,0.002587,True
cvar99_us,triton-proxy,partition,partial_obs,saturation,19984.3204,18664.7458,21248.9129,0.001,2.045,200,0.014281,True
cvar99_us,SIT-safe,partition,structured,high,5371.7083,5291.2118,5450.8887,0.001,8.6152,200,0.014164,True
cvar99_us,SIT-no-IRBS,partition,structured,high,9445.7208,9210.6356,9698.0058,0.001,5.2487,200,0.014049,True
cvar99_us,SIT-no-safety,partition,structured,high,11169.1117,10996.0302,11346.5574,0.001,8.9516,200,0.013935,True
cvar99_us,SIT-no-admission,partition,structured,high,8417.9763,8281.5276,8561.2526,0.001,8.0063,200,0.013824,True
cvar99_us,spread,partition,structured,high,4145.1415,3861.7482,4474.6632,0.001,1.9042,200,0.013714,True
cvar99_us,random,partition,structured,high,12192.1639,11733.9495,12679.8427,0.001,3.4013,200,0.013606,True
cvar99_us,round-robin,partition,structured,high,12453.4246,11861.6128,13073.7339,0.001,2.956,200,0.0135,True
cvar99_us,binpack-greedy,partition,structured,high,18082.7297,17167.5042,19022.697,0.001,2.6138,200,0.002679,True
cvar99_us,tail-greedy,partition,structured,high,5924.408,5824.5867,6025.6828,0.001,7.8664,200,0.002675,True
cvar99_us,similarity-avoidance,partition,structured,high,7641.5997,7484.6374,7837.7816,0.001,5.5814,200,0.002671,True
cvar99_us,admission-only,partition,structured,high,12657.7086,12076.2215,13312.9107,0.001,2.9099,200,0.002667,True
cvar99_us,oracle,partition,structured,high,5924.6771,5824.7808,6025.0737,0.001,7.8449,200,0.002663,True
cvar99_us,static-low,partition,structured,high,2916.5036,2671.9443,3153.4761,0.001,1.6102,200,0.003182,True
cvar99_us,static-high,partition,structured,high,22133.7937,21600.3949,22684.4784,0.001,6.0018,200,0.002658,True
cvar99_us,k8s-hpa,partition,structured,high,10374.9469,9919.6766,10819.4848,0.001,3.0913,200,0.0144,True
cvar99_us,k8s-default,partition,structured,high,8224.7903,7787.9734,8695.9707,0.001,2.5405,200,0.002713,True
cvar99_us,slurm-fcfs,partition,structured,high,12762.0099,12341.7908,13203.5984,0.001,4.0571,200,0.002708,True
cvar99_us,triton-proxy,partition,structured,high,16289.414,15982.2572,16546.7822,0.001,8.1885,200,0.002704,True
cvar99_us,SIT-safe,partition,structured,low,1799.957,1771.1982,1828.879,0.001,8.6051,200,0.0027,True
cvar99_us,SIT-no-IRBS,partition,structured,low,3047.6611,2955.2538,3147.6372,0.001,4.4372,200,0.002696,True
cvar99_us,SIT-no-safety,partition,structured,low,3729.6905,3675.0198,3787.4594,0.001,8.8472,200,0.002692,True
cvar99_us,SIT-no-admission,partition,structured,low,2814.6609,2767.6906,2864.8203,0.001,7.9657,200,0.002687,True
cvar99_us,spread,partition,structured,low,1452.2692,1356.8109,1548.7776,0.001,2.1838,200,0.002683,True
cvar99_us,random,partition,structured,low,4178.0493,3993.6035,4380.4525,0.001,2.9559,200,0.002747,True
cvar99_us,round-robin,partition,structured,low,4161.1193,3986.7344,4375.2539,0.001,2.9608,200,0.002743,True
cvar99_us,binpack-greedy,partition,structured,low,6046.6817,5728.5488,6370.8482,0.001,2.6099,200,0.002739,True
cvar99_us,tail-greedy,partition,structured,low,1981.375,1949.5319,2016.8243,0.001,7.8923,200,0.002734,True
cvar99_us,similarity-avoidance,partition,structured,low,2557.0815,2492.3055,2629.8658,0.001,5.5392,200,0.00273,True
cvar99_us,admission-only,partition,structured,low,4095.2608,3920.2961,4294.7838,0.001,3.1235,200,0.002726,True
cvar99_us,oracle,partition,structured,low,1979.8744,1946.1971,2014.1847,0.001,7.8428,200,0.002792,True
cvar99_us,static-low,partition,structured,low,978.1617,896.4416,1060.8171,0.001,1.615,200,0.002717,True
cvar99_us,static-high,partition,structured,low,7395.1601,7229.9185,7573.5516,0.001,5.9931,200,0.016302,True
cvar99_us,k8s-hpa,partition,structured,low,3461.745,3318.0167,3610.2901,0.001,3.0895,200,0.018189,True
cvar99_us,k8s-default,partition,structured,low,2752.1288,2605.9725,2925.6314,0.001,2.5394,200,0.016,True
cvar99_us,slurm-fcfs,partition,structured,low,4261.8241,4114.1087,4405.5113,0.001,4.0549,200,0.015853,True
cvar99_us,triton-proxy,partition,structured,low,5444.4569,5351.4857,5540.5197,0.001,8.206,200,0.015709,True
cvar99_us,SIT-safe,partition,structured,medium,3586.1888,3526.2216,3641.8815,0.001,8.6594,200,0.015568,True
cvar99_us,SIT-no-IRBS,partition,structured,medium,6132.5421,5971.2077,6306.8387,0.001,5.0712,200,0.015429,True
cvar99_us,SIT-no-safety,partition,structured,medium,7457.3114,7345.4934,7570.7647,0.001,8.9715,200,0.015292,True
cvar99_us,SIT-no-admission,partition,structured,medium,5631.238,5536.7224,5726.5528,0.001,8.1059,200,0.017633,True
cvar99_us,spread,partition,structured,medium,2709.7957,2549.6548,2895.517,0.001,2.2475,200,0.017455,True
cvar99_us,random,partition,structured,medium,8408.1086,8062.2691,8772.4139,0.001,3.1472,200,0.01728,True
cvar99_us,round-robin,partition,structured,medium,8309.2774,7928.1911,8716.9765,0.001,2.9575,200,0.017109,True
cvar99_us,binpack-greedy,partition,structured,medium,12069.4857,11494.8994,12758.1744,0.001,2.612,200,0.016941,True
cvar99_us,tail-greedy,partition,structured,medium,3963.9474,3899.6458,4037.9941,0.001,7.9807,200,0.016777,True
cvar99_us,similarity-avoidance,partition,structured,medium,5098.786,4963.2608,5222.5385,0.001,5.5576,200,0.016615,True
cvar99_us,admission-only,partition,structured,medium,8369.2646,7979.1984,8819.7271,0.001,2.8023,200,0.016457,True
cvar99_us,oracle,partition,structured,medium,3953.6934,3883.6928,4021.611,0.001,7.8618,200,0.012613,True
cvar99_us,static-low,partition,structured,medium,1942.0248,1786.1548,2109.396,0.001,1.6006,200,0.012522,True
cvar99_us,static-high,partition,structured,medium,14773.0691,14438.3844,15116.1147,0.001,6.0308,200,0.012432,True
cvar99_us,k8s-hpa,partition,structured,medium,6920.9322,6611.8276,7261.1228,0.001,3.0833,200,0.012343,True
cvar99_us,k8s-default,partition,structured,medium,5492.8115,5204.6615,5789.9459,0.001,2.5418,200,0.012255,True
cvar99_us,slurm-fcfs,partition,structured,medium,8511.554,8209.4159,8795.9462,0.001,4.0726,200,0.01615,True
cvar99_us,triton-proxy,partition,structured,medium,10874.5938,10695.9852,11065.537,0.001,8.2664,200,0.018,True
cvar99_us,SIT-safe,partition,structured,saturation,7193.748,7079.0604,7308.7694,0.001,8.7163,200,0.017814,True
cvar99_us,SIT-no-IRBS,partition,structured,saturation,12430.2594,12052.8567,12810.284,0.001,4.6873,200,0.013395,True
cvar99_us,SIT-no-safety,partition,structured,saturation,14895.6072,14669.0758,15130.9391,0.001,8.9627,200,0.013292,True
cvar99_us,SIT-no-admission,partition,structured,saturation,11253.9007,11081.2848,11448.1123,0.001,8.1061,200,0.014521,True
cvar99_us,spread,partition,structured,saturation,5932.0256,5521.5836,6376.9474,0.001,1.9375,200,0.013091,True
cvar99_us,random,partition,structured,saturation,16330.1674,15670.1934,17039.7464,0.001,3.1008,200,0.012992,True
cvar99_us,round-robin,partition,structured,saturation,16631.8873,15891.8848,17425.6132,0.001,2.9619,200,0.012896,True
cvar99_us,binpack-greedy,partition,structured,saturation,24120.356,22870.8169,25484.774,0.001,2.6185,200,0.0128,True
cvar99_us,tail-greedy,partition,structured,saturation,7915.8581,7789.538,8051.4449,0.001,7.982,200,0.012706,True
cvar99_us,similarity-avoidance,partition,structured,saturation,10219.8283,9967.7791,10449.5122,0.001,5.5629,200,0.009391,True
cvar99_us,admission-only,partition,structured,saturation,16532.8245,15860.7123,17259.3616,0.001,3.2521,200,0.009341,True
cvar99_us,oracle,partition,structured,saturation,7922.3232,7790.4211,8052.9592,0.001,8.0422,200,0.00929,True
cvar99_us,static-low,partition,structured,saturation,3894.2215,3562.7163,4229.2634,0.001,1.6117,200,0.009241,True
cvar99_us,static-high,partition,structured,saturation,29509.3278,28835.8948,30168.2672,0.001,6.0281,200,0.011221,True
cvar99_us,k8s-hpa,partition,structured,saturation,13826.8043,13179.5366,14449.1329,0.001,3.0996,200,0.012084,True
cvar99_us,k8s-default,partition,structured,saturation,10986.7279,10364.5,11571.9828,0.001,2.5448,200,0.012,True
cvar99_us,slurm-fcfs,partition,structured,saturation,17039.6281,16503.9513,17624.2572,0.001,4.0776,200,0.011917,True
cvar99_us,triton-proxy,partition,structured,saturation,21749.3363,21384.8679,22059.0895,0.001,8.2843,200,0.009818,True
goodput,SIT-safe,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,adversarial,low,-0.0,-0.0001,0.0,0.347,-0.0709,200,0.647533,False
goodput,round-robin,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
