metric,policy,baseline,interference_regime,load_regime,mean_diff,ci_lo,ci_hi,p_value,cohens_d,n,q_value,significant
goodput,SIT-no-admission,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,structured,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-safe,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-IRBS,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-safety,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,SIT-no-admission,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,spread,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,random,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,round-robin,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,binpack-greedy,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,tail-greedy,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,similarity-avoidance,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,admission-only,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,oracle,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-low,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,static-high,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-hpa,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,k8s-default,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,slurm-fcfs,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
goodput,triton-proxy,partition,structured,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,adversarial,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,adversarial,low,0.0,0.0,0.0001,0.372,0.0709,200,0.685305,False
violation_rate,round-robin,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,adversarial,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,adversarial,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,adversarial,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,drifting,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,drifting,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,drifting,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
